EmployeeID,EmployeeLevel,TenureYears,ProductGroup,Country,WorkLocation,TeamSize,PerformanceRating,SatisfactionScore
659028,2,1,GroupA,United States,hybrid,3,,4
425383,1,2,GroupB,United States,hybrid,4,4.0,5
513420,2,2,GroupA,United States,onsite,9,3.0,3
484814,1,4,GroupD,United States,hybrid,2,4.0,5
483523,1,2,GroupC,India,onsite,16,1.0,2
737111,1,1,GroupB,United States,hybrid,5,,4
561893,2,3,GroupA,Canada,remote,7,3.0,3
568712,1,2,GroupA,Canada,remote,8,2.0,5
376957,2,2,GroupA,United States,remote,3,3.0,5
857000,2,4,GroupC,United States,onsite,13,3.0,3
945641,1,4,GroupC,India,hybrid,11,1.0,3
950030,3,17,GroupD,United States,hybrid,4,4.0,4
446235,1,4,GroupB,United States,hybrid,4,4.0,4
600506,3,4,GroupA,United States,onsite,10,3.0,4
691832,1,3,GroupA,India,onsite,5,4.0,3
317298,3,6,GroupC,United States,onsite,9,2.0,1
652431,2,5,GroupB,Canada,onsite,4,4.0,2
454094,1,2,GroupC,United States,onsite,11,5.0,2
272900,3,5,GroupA,United States,onsite,10,4.0,4
233283,1,2,GroupA,India,onsite,5,2.0,5
659630,1,1,GroupA,Canada,onsite,8,,2
156259,2,1,GroupD,United States,hybrid,2,,4
400660,1,2,GroupB,Canada,hybrid,9,3.0,2
222906,1,2,GroupB,United States,hybrid,6,3.0,5
915226,1,1,GroupA,India,hybrid,9,,3
876867,1,2,GroupA,India,hybrid,2,2.0,4
696757,1,1,GroupC,United States,onsite,15,,2
532251,1,1,GroupA,United States,hybrid,16,,3
851356,1,1,GroupD,United States,hybrid,4,,4
431791,3,4,GroupA,Canada,hybrid,2,4.0,5
208514,1,2,GroupA,Canada,hybrid,6,4.0,5
914135,4,9,GroupC,United States,onsite,13,1.0,1
635038,1,1,GroupA,United States,onsite,6,,5
909676,1,3,GroupA,United States,hybrid,1,1.0,5
289442,4,4,GroupC,United States,onsite,16,5.0,1
689814,3,7,GroupB,Canada,remote,7,3.0,4
866372,1,2,GroupB,United States,remote,4,2.0,4
339754,2,4,GroupA,Canada,hybrid,10,5.0,4
499199,1,1,GroupC,United States,onsite,11,,1
295329,2,2,GroupC,India,onsite,11,4.0,1
510282,1,8,GroupC,India,onsite,9,2.0,1
570903,1,3,GroupC,United States,onsite,10,3.0,3
699259,2,7,GroupC,United States,hybrid,13,2.0,1
180357,3,7,GroupA,India,hybrid,4,1.0,5
135437,1,1,GroupC,United States,hybrid,11,,1
892031,1,4,GroupC,India,onsite,9,1.0,1
144801,2,7,GroupA,Canada,hybrid,17,5.0,3
590673,1,1,GroupA,Canada,hybrid,10,,2
344418,1,5,GroupB,United States,hybrid,5,3.0,1
542189,2,5,GroupA,United States,remote,4,3.0,2
399374,4,7,GroupA,United States,remote,7,3.0,4
616442,1,2,GroupA,Canada,hybrid,5,5.0,4
838432,1,3,GroupB,United States,hybrid,1,2.0,4
961411,1,2,GroupB,United States,hybrid,7,1.0,5
421153,2,5,GroupB,Canada,hybrid,4,4.0,4
995247,2,2,GroupB,Canada,hybrid,2,2.0,2
411105,2,7,GroupA,United States,remote,8,4.0,2
502335,3,6,GroupA,Canada,hybrid,7,4.0,1
294467,1,2,GroupA,Canada,hybrid,2,4.0,5
442686,1,2,GroupC,India,hybrid,10,1.0,3
154768,1,2,GroupC,United States,onsite,13,4.0,1
264462,1,4,GroupA,India,hybrid,5,1.0,3
877058,1,4,GroupA,India,remote,6,3.0,4
584206,1,1,GroupA,India,remote,5,,1
898181,1,2,GroupB,Canada,hybrid,14,2.0,1
433119,1,3,GroupA,Canada,hybrid,13,3.0,4
917220,2,3,GroupC,India,onsite,13,1.0,1
213392,1,1,GroupA,India,remote,2,,3
841311,2,4,GroupB,United States,hybrid,9,2.0,2
222824,2,4,GroupA,United States,hybrid,7,5.0,5
362105,2,2,GroupC,United States,onsite,10,4.0,1
642515,2,5,GroupA,India,hybrid,3,4.0,5
961370,1,6,GroupB,United States,hybrid,5,5.0,3
148502,1,2,GroupA,United States,hybrid,4,3.0,4
672884,1,3,GroupA,India,remote,1,2.0,3
386126,1,1,GroupB,Canada,hybrid,1,,5
733374,2,2,GroupC,United States,onsite,12,3.0,2
899069,4,7,GroupA,Canada,hybrid,10,5.0,5
173890,1,5,GroupB,Canada,hybrid,3,1.0,5
220700,3,4,GroupA,India,onsite,5,4.0,3
134669,1,4,GroupB,United States,onsite,7,4.0,4
701455,2,2,GroupC,India,onsite,9,5.0,4
739390,2,6,GroupB,Canada,hybrid,4,5.0,5
982180,1,2,GroupB,United States,hybrid,4,1.0,5
459463,1,2,GroupA,United States,remote,7,5.0,5
885821,1,2,GroupA,India,hybrid,7,1.0,3
746657,1,1,GroupB,Canada,hybrid,2,,3
819602,2,2,GroupC,United States,onsite,9,1.0,2
550823,1,2,GroupA,United States,remote,7,2.0,5
845296,2,2,GroupA,Canada,onsite,3,4.0,4
602512,3,3,GroupB,United States,hybrid,4,1.0,3
494717,1,2,GroupA,United States,remote,10,2.0,5
322947,1,8,GroupB,United States,hybrid,5,4.0,2
985050,1,2,GroupB,United States,onsite,5,3.0,4
779896,1,1,GroupA,India,hybrid,6,,5
463895,1,2,GroupC,India,onsite,10,1.0,3
899189,3,4,GroupC,United States,onsite,13,5.0,1
233505,1,2,GroupB,United States,hybrid,4,4.0,4
336024,1,2,GroupA,United States,hybrid,5,5.0,5
366214,1,3,GroupA,Canada,remote,14,3.0,5
142638,1,1,GroupB,United States,hybrid,6,,5
819775,4,6,GroupA,India,onsite,7,5.0,4
136119,2,4,GroupA,India,hybrid,7,1.0,1
354433,3,9,GroupA,United States,hybrid,5,5.0,3
361144,1,1,GroupA,Canada,hybrid,11,,4
193476,2,8,GroupA,India,hybrid,7,2.0,2
373665,1,3,GroupA,United States,hybrid,5,5.0,3
619593,1,2,GroupD,United States,remote,10,5.0,3
309303,1,3,GroupC,United States,onsite,15,3.0,4
902387,1,5,GroupC,India,onsite,14,1.0,1
964546,1,2,GroupA,United States,hybrid,5,2.0,4
546197,1,2,GroupB,United States,hybrid,6,4.0,3
523837,1,2,GroupA,United States,remote,7,4.0,4
509802,3,3,GroupA,India,onsite,5,3.0,5
382341,1,4,GroupA,India,hybrid,3,4.0,4
768361,1,3,GroupA,Canada,remote,4,3.0,5
942090,1,1,GroupA,United States,remote,6,,4
224686,4,5,GroupA,Canada,remote,5,3.0,4
420669,1,2,GroupA,Canada,hybrid,3,1.0,5
346746,1,3,GroupB,United States,onsite,6,4.0,4
986491,1,2,GroupB,United States,remote,3,3.0,5
733253,1,2,GroupA,Canada,onsite,1,3.0,3
780692,1,2,GroupB,United States,hybrid,17,1.0,3
187521,2,6,GroupA,United States,remote,4,5.0,4
242166,1,3,GroupA,India,remote,6,3.0,3
759063,1,3,GroupC,United States,onsite,11,1.0,3
642146,3,5,GroupA,Canada,hybrid,8,1.0,5
165052,1,2,GroupA,Canada,hybrid,1,1.0,4
111059,3,8,GroupA,United States,hybrid,2,4.0,2
787196,1,6,GroupC,India,onsite,6,1.0,1
632152,2,6,GroupC,United States,onsite,14,2.0,2
540518,2,2,GroupA,India,hybrid,2,3.0,4
542194,1,1,GroupA,India,hybrid,14,,3
613816,1,3,GroupA,India,hybrid,4,3.0,3
883311,2,5,GroupC,United States,onsite,11,1.0,2
901474,3,5,GroupA,Canada,hybrid,3,2.0,1
881175,3,8,GroupA,Canada,onsite,3,4.0,2
181709,1,3,GroupA,United States,hybrid,8,3.0,5
996870,2,1,GroupC,United States,onsite,11,,2
304795,1,5,GroupA,United States,remote,7,5.0,4
344174,1,1,GroupC,United States,onsite,13,,5
648468,1,4,GroupD,United States,remote,2,5.0,4
952805,2,2,GroupC,United States,onsite,15,3.0,1
353867,2,1,GroupA,India,onsite,3,,4
476614,3,3,GroupB,United States,remote,3,5.0,4
132742,1,2,GroupA,United States,hybrid,4,5.0,5
970163,2,12,GroupD,United States,hybrid,5,2.0,3
502317,1,1,GroupC,United States,onsite,14,,2
812347,1,4,GroupB,Canada,remote,2,4.0,4
351800,2,8,GroupB,United States,onsite,5,5.0,2
842529,4,10,GroupC,United States,onsite,13,3.0,1
658675,1,2,GroupA,India,onsite,5,2.0,1
176596,1,6,GroupC,India,onsite,20,5.0,1
833780,1,7,GroupB,Canada,hybrid,5,3.0,2
462542,1,4,GroupB,Canada,remote,8,5.0,3
949673,1,2,GroupB,United States,remote,5,4.0,2
596529,1,2,GroupB,United States,hybrid,13,4.0,4
494882,1,1,GroupC,United States,onsite,13,,2
209910,2,1,GroupB,United States,hybrid,1,,4
508613,1,2,GroupA,Canada,remote,3,1.0,3
550647,1,4,GroupB,United States,onsite,4,4.0,1
684113,2,2,GroupA,India,remote,7,4.0,4
744172,2,1,GroupA,Canada,hybrid,7,,4
409532,1,4,GroupA,Canada,remote,10,5.0,2
892052,2,4,GroupA,United States,hybrid,5,5.0,2
578064,1,7,GroupA,India,onsite,5,5.0,3
534123,2,2,GroupB,United States,hybrid,8,3.0,5
733660,3,7,GroupC,United States,onsite,9,3.0,2
456809,1,2,GroupB,United States,remote,6,5.0,4
495556,3,2,GroupB,United States,hybrid,4,5.0,4
560308,1,2,GroupB,United States,hybrid,5,4.0,4
985440,1,2,GroupC,India,onsite,14,5.0,1
185440,4,16,GroupC,United States,onsite,9,5.0,2
318748,1,1,GroupA,United States,hybrid,11,,2
833388,3,5,GroupC,United States,onsite,13,2.0,1
108232,2,4,GroupA,United States,remote,6,4.0,4
185712,1,2,GroupA,India,hybrid,12,3.0,5
332473,2,8,GroupC,India,onsite,13,1.0,1
890515,2,6,GroupA,United States,hybrid,18,3.0,4
136596,1,1,GroupA,United States,onsite,8,,2
529051,2,9,GroupB,United States,hybrid,3,3.0,3
755678,1,1,GroupA,United States,remote,4,,5
571571,1,1,GroupB,Canada,remote,6,,4
145657,1,2,GroupA,India,onsite,8,3.0,1
874665,1,1,GroupA,United States,hybrid,2,,4
880178,1,6,GroupA,Canada,hybrid,4,5.0,4
279523,1,3,GroupC,India,onsite,12,4.0,1
593846,3,7,GroupA,Canada,hybrid,5,2.0,4
288975,1,5,GroupA,United States,hybrid,6,2.0,1
540242,1,1,GroupC,India,onsite,13,,5
585123,1,2,GroupA,India,hybrid,4,4.0,5
626818,1,2,GroupA,United States,hybrid,5,2.0,5
774201,1,2,GroupB,United States,remote,5,4.0,5
430561,1,1,GroupA,United States,hybrid,6,,3
931885,3,5,GroupC,India,hybrid,14,4.0,4
617398,1,1,GroupD,United States,hybrid,8,,4
546662,1,6,GroupA,India,onsite,6,4.0,4
278763,1,5,GroupC,United States,hybrid,13,3.0,2
433699,2,1,GroupA,Canada,remote,5,,5
293989,1,4,GroupA,United States,hybrid,5,5.0,4
289077,1,4,GroupC,India,onsite,10,4.0,4
510212,3,5,GroupB,United States,onsite,12,3.0,3
261942,3,5,GroupA,Canada,onsite,6,1.0,5
106298,4,6,GroupB,Canada,hybrid,6,5.0,3
417145,1,4,GroupA,India,hybrid,5,4.0,3
891304,1,1,GroupC,India,hybrid,17,,1
607191,1,1,GroupB,Canada,hybrid,8,,4
240950,1,1,GroupB,Canada,onsite,6,,2
942809,2,5,GroupA,India,hybrid,11,4.0,4
562044,2,1,GroupC,India,onsite,10,,1
971974,2,1,GroupA,Canada,remote,5,,5
556772,2,2,GroupC,United States,onsite,9,4.0,2
675209,1,1,GroupD,United States,hybrid,6,,3
871335,4,4,GroupA,India,hybrid,4,5.0,1
374734,1,2,GroupA,Canada,hybrid,6,4.0,5
521807,1,1,GroupA,United States,hybrid,3,,3
299711,1,3,GroupB,United States,remote,6,4.0,2
633025,3,5,GroupD,United States,hybrid,2,5.0,5
651657,2,5,GroupA,Canada,hybrid,5,5.0,3
645490,1,1,GroupB,United States,hybrid,1,,2
470632,3,13,GroupB,Canada,remote,1,2.0,1
367300,3,4,GroupA,India,remote,1,2.0,5
941381,1,3,GroupA,United States,remote,3,5.0,2
748180,2,1,GroupA,Canada,hybrid,6,,5
134042,3,2,GroupA,United States,hybrid,12,5.0,4
715645,1,1,GroupA,India,remote,4,,5
389475,1,4,GroupB,United States,remote,8,1.0,1
839595,2,3,GroupA,India,hybrid,11,4.0,4
561940,1,1,GroupA,United States,onsite,7,,3
108154,2,1,GroupA,United States,remote,1,,4
983901,1,3,GroupC,United States,onsite,10,4.0,1
339806,3,3,GroupD,United States,hybrid,2,1.0,5
114806,2,3,GroupC,United States,onsite,16,2.0,1
339347,2,3,GroupA,India,hybrid,1,5.0,5
946110,2,3,GroupA,Canada,remote,3,1.0,4
535303,1,4,GroupB,United States,hybrid,7,1.0,3
476924,1,4,GroupC,United States,hybrid,12,1.0,2
200726,2,3,GroupA,United States,hybrid,5,4.0,5
848281,1,5,GroupA,United States,remote,10,4.0,3
184734,4,7,GroupB,Canada,hybrid,6,4.0,1
145719,1,4,GroupA,Canada,remote,5,4.0,5
588376,1,3,GroupB,United States,onsite,9,5.0,4
267289,2,3,GroupA,United States,hybrid,1,1.0,2
678426,3,7,GroupA,United States,hybrid,6,5.0,2
191986,2,5,GroupA,India,remote,9,3.0,1
131570,1,1,GroupC,United States,onsite,8,,3
357569,2,1,GroupC,United States,onsite,14,,2
157097,3,2,GroupB,Canada,hybrid,7,4.0,1
692308,3,3,GroupA,United States,remote,4,3.0,5
586412,2,5,GroupA,United States,remote,4,3.0,3
657625,1,4,GroupA,United States,remote,7,4.0,5
750681,1,3,GroupB,United States,hybrid,7,5.0,5
115575,2,6,GroupB,Canada,remote,5,1.0,3
685003,3,4,GroupC,India,onsite,11,3.0,3
400764,3,3,GroupB,Canada,onsite,4,3.0,5
479759,1,2,GroupA,United States,hybrid,5,2.0,5
368255,2,5,GroupA,United States,hybrid,4,3.0,1
652165,2,1,GroupA,United States,hybrid,3,,5
128591,1,2,GroupA,United States,hybrid,7,4.0,3
685865,1,3,GroupC,United States,onsite,14,2.0,2
792361,4,10,GroupB,United States,remote,7,4.0,2
713842,1,4,GroupA,India,hybrid,7,3.0,3
401788,2,6,GroupA,United States,hybrid,10,1.0,3
507520,3,9,GroupD,United States,remote,1,1.0,2
939695,1,1,GroupA,United States,onsite,4,,4
449604,1,4,GroupA,India,remote,7,5.0,2
580597,1,1,GroupA,United States,hybrid,5,,5
414766,1,1,GroupA,United States,hybrid,6,,2
679991,2,1,GroupB,Canada,onsite,7,,4
962504,2,5,GroupA,Canada,hybrid,5,3.0,1
114966,1,1,GroupC,India,onsite,13,,4
529897,1,2,GroupA,India,onsite,8,3.0,4
354841,2,4,GroupA,Canada,remote,6,3.0,3
532454,1,1,GroupA,India,onsite,7,,2
358782,1,2,GroupD,United States,remote,4,4.0,4
140476,2,6,GroupC,United States,onsite,12,2.0,1
405335,4,9,GroupB,United States,remote,3,4.0,3
680966,1,3,GroupA,India,hybrid,6,1.0,1
870974,4,5,GroupA,Canada,remote,1,1.0,5
314367,1,2,GroupB,United States,hybrid,6,1.0,3
978351,1,1,GroupA,Canada,onsite,3,,2
455429,2,6,GroupB,United States,remote,5,2.0,5
738057,2,1,GroupA,India,hybrid,5,,4
361082,2,5,GroupA,United States,onsite,6,3.0,1
584429,1,4,GroupB,United States,remote,4,4.0,4
198018,1,3,GroupC,United States,onsite,10,4.0,3
874861,1,2,GroupC,India,onsite,12,2.0,4
449095,2,2,GroupB,United States,remote,14,3.0,4
524526,1,2,GroupC,India,onsite,12,3.0,4
934306,1,3,GroupC,India,onsite,9,4.0,2
270366,1,1,GroupA,Canada,hybrid,7,,5
462225,1,3,GroupA,Canada,hybrid,5,3.0,5
656103,1,2,GroupA,Canada,hybrid,19,3.0,5
935208,1,1,GroupC,India,onsite,6,,1
350736,2,2,GroupA,United States,hybrid,4,1.0,4
927680,1,3,GroupA,India,remote,9,5.0,4
378484,2,11,GroupC,United States,onsite,12,1.0,3
793330,2,2,GroupA,Canada,remote,6,4.0,5
763270,2,5,GroupA,United States,onsite,3,2.0,1
395873,2,4,GroupA,Canada,remote,5,5.0,4
475773,3,11,GroupA,United States,hybrid,7,5.0,4
247513,1,2,GroupC,United States,onsite,10,4.0,5
442938,1,7,GroupA,Canada,remote,11,3.0,4
815240,1,1,GroupD,United States,hybrid,6,,4
686796,1,3,GroupC,India,onsite,14,3.0,3
392148,2,1,GroupA,India,hybrid,7,,5
364855,1,3,GroupA,India,hybrid,5,1.0,1
967703,1,4,GroupC,India,onsite,12,2.0,3
221036,1,1,GroupA,India,hybrid,5,,5
613046,2,2,GroupB,United States,onsite,5,3.0,5
396482,2,1,GroupC,India,onsite,12,,5
423694,1,4,GroupB,United States,hybrid,18,1.0,1
979467,3,5,GroupB,United States,onsite,14,3.0,5
221643,1,1,GroupB,United States,hybrid,10,,1
333641,1,3,GroupB,United States,remote,9,2.0,2
747966,1,1,GroupD,United States,hybrid,6,,4
282593,1,2,GroupC,India,onsite,10,1.0,2
438692,1,3,GroupA,United States,onsite,5,5.0,5
848490,1,1,GroupA,United States,remote,4,,2
166783,2,5,GroupB,Canada,remote,1,4.0,2
430863,1,1,GroupA,India,hybrid,1,,4
181182,3,7,GroupA,India,onsite,9,3.0,2
534867,2,5,GroupA,Canada,hybrid,5,4.0,2
619470,2,9,GroupA,Canada,onsite,4,5.0,2
348408,1,2,GroupA,India,onsite,1,4.0,5
403887,1,2,GroupA,Canada,remote,1,5.0,3
231980,1,1,GroupB,United States,hybrid,7,,4
144352,1,2,GroupC,United States,onsite,14,2.0,3
246089,1,4,GroupA,India,remote,7,5.0,3
320342,1,1,GroupC,United States,onsite,1,,2
866614,2,6,GroupB,United States,remote,7,4.0,3
373590,3,4,GroupD,United States,remote,3,5.0,3
317840,1,2,GroupA,India,hybrid,4,3.0,3
413396,1,3,GroupB,Canada,hybrid,4,4.0,3
110995,1,1,GroupA,India,onsite,5,,1
720799,1,2,GroupB,United States,remote,5,4.0,1
178729,1,3,GroupA,India,hybrid,1,4.0,3
947768,2,4,GroupB,United States,onsite,6,4.0,5
205259,2,5,GroupC,United States,onsite,12,3.0,3
380883,2,2,GroupA,United States,hybrid,10,3.0,1
690938,3,5,GroupA,Canada,remote,2,3.0,2
750974,2,1,GroupC,India,onsite,9,,4
855654,3,5,GroupA,India,onsite,1,2.0,5
715592,2,10,GroupC,India,onsite,12,3.0,1
812957,1,2,GroupA,India,hybrid,5,5.0,4
943097,2,6,GroupB,United States,remote,2,5.0,5
493266,2,2,GroupA,India,hybrid,4,2.0,4
325883,1,4,GroupA,India,hybrid,4,3.0,4
147147,3,11,GroupA,India,onsite,10,4.0,2
904597,1,3,GroupB,Canada,onsite,9,2.0,3
472629,3,5,GroupC,India,onsite,8,3.0,3
526249,2,10,GroupA,India,remote,11,4.0,2
822958,2,3,GroupC,United States,onsite,14,2.0,2
281829,1,1,GroupB,United States,hybrid,4,,5
639357,1,3,GroupA,Canada,hybrid,16,5.0,1
899009,2,6,GroupA,United States,onsite,3,1.0,3
331088,1,2,GroupC,United States,onsite,12,2.0,3
382669,1,1,GroupA,United States,hybrid,4,,4
923182,2,8,GroupD,United States,remote,1,5.0,5
156560,2,5,GroupA,Canada,hybrid,6,1.0,3
762714,2,4,GroupA,United States,hybrid,17,4.0,5
867664,1,1,GroupA,United States,hybrid,12,,3
759042,2,2,GroupC,United States,onsite,9,1.0,3
679061,2,1,GroupB,United States,onsite,1,,3
446643,1,1,GroupB,United States,onsite,5,,5
857641,1,2,GroupA,Canada,hybrid,5,4.0,5
122373,1,4,GroupA,India,remote,4,5.0,5
901879,1,2,GroupA,India,hybrid,11,5.0,5
860906,3,6,GroupC,United States,onsite,12,1.0,1
140800,2,2,GroupA,India,hybrid,4,2.0,2
954035,1,4,GroupC,United States,onsite,9,4.0,3
182365,1,3,GroupA,India,hybrid,5,5.0,5
133077,2,5,GroupA,India,hybrid,4,5.0,4
619360,2,2,GroupA,India,hybrid,2,4.0,5
180170,2,3,GroupA,United States,remote,7,4.0,5
222150,3,3,GroupA,India,hybrid,11,4.0,1
737542,2,2,GroupC,India,onsite,2,3.0,5
447687,4,7,GroupA,United States,hybrid,6,1.0,4
696223,1,6,GroupA,United States,onsite,5,4.0,1
302734,4,5,GroupA,India,hybrid,6,5.0,3
796549,1,2,GroupC,India,onsite,7,2.0,1
303763,1,1,GroupA,Canada,hybrid,7,,2
252355,1,1,GroupC,United States,onsite,11,,4
148866,1,1,GroupA,United States,hybrid,4,,1
979049,2,12,GroupA,United States,hybrid,3,3.0,3
108620,3,5,GroupA,Canada,hybrid,4,3.0,5
899384,1,1,GroupB,United States,hybrid,6,,3
256048,1,3,GroupA,Canada,hybrid,5,5.0,4
321914,3,18,GroupA,United States,hybrid,11,3.0,1
892695,1,2,GroupA,India,remote,6,2.0,5
880069,1,2,GroupC,United States,hybrid,19,4.0,1
137202,1,4,GroupA,Canada,remote,5,4.0,4
266010,2,1,GroupB,Canada,onsite,4,,5
123249,1,2,GroupA,Canada,onsite,5,4.0,3
814087,1,1,GroupB,United States,hybrid,4,,3
894537,1,2,GroupA,India,remote,5,3.0,4
741951,1,2,GroupC,United States,onsite,12,3.0,3
711265,1,2,GroupA,India,remote,8,3.0,5
546093,2,3,GroupA,United States,hybrid,9,3.0,3
365517,1,1,GroupA,Canada,hybrid,6,,4
688927,4,6,GroupC,United States,onsite,12,3.0,1
438483,1,1,GroupA,Canada,hybrid,11,,5
456400,4,6,GroupC,India,hybrid,11,2.0,2
127278,2,3,GroupB,Canada,onsite,5,4.0,3
184146,1,4,GroupB,United States,onsite,4,4.0,4
260490,2,2,GroupB,United States,hybrid,5,4.0,4
839574,1,3,GroupD,United States,remote,1,3.0,4
643845,1,1,GroupA,Canada,hybrid,13,,5
488569,2,3,GroupA,United States,hybrid,11,3.0,5
385206,1,6,GroupB,Canada,remote,7,4.0,4
399203,1,2,GroupA,India,remote,6,5.0,5
977238,3,3,GroupA,Canada,hybrid,5,1.0,5
259539,2,2,GroupA,United States,remote,5,4.0,4
380611,1,3,GroupC,India,onsite,12,4.0,4
308993,1,3,GroupB,United States,hybrid,4,5.0,5
866007,3,5,GroupC,United States,onsite,9,4.0,1
820308,3,6,GroupC,United States,onsite,12,5.0,5
978136,4,8,GroupB,United States,onsite,10,3.0,3
251086,2,1,GroupC,United States,hybrid,5,,3
686726,1,2,GroupB,United States,hybrid,1,3.0,2
965805,2,2,GroupA,India,onsite,15,5.0,5
435207,2,3,GroupB,Canada,hybrid,4,4.0,4
427399,3,3,GroupA,Canada,hybrid,3,4.0,4
855186,3,3,GroupA,India,onsite,7,2.0,3
788898,2,1,GroupC,India,onsite,11,,2
710999,2,7,GroupA,India,hybrid,12,4.0,4
792931,1,2,GroupA,United States,hybrid,3,5.0,3
378037,1,2,GroupA,United States,remote,6,2.0,4
384555,1,3,GroupA,United States,remote,8,2.0,5
166043,3,1,GroupC,United States,onsite,11,,1
779482,2,8,GroupC,United States,hybrid,11,5.0,1
548046,2,6,GroupB,United States,onsite,5,3.0,2
883361,2,9,GroupA,Canada,remote,9,1.0,4
344385,1,5,GroupA,Canada,hybrid,13,4.0,4
760885,1,2,GroupC,United States,onsite,9,3.0,2
839769,2,2,GroupB,United States,remote,5,4.0,3
759470,1,2,GroupA,United States,hybrid,4,5.0,5
828925,1,2,GroupA,Canada,hybrid,10,3.0,3
597602,1,4,GroupC,United States,onsite,13,1.0,2
519836,1,5,GroupA,United States,hybrid,7,5.0,5
398379,2,10,GroupB,United States,hybrid,7,3.0,4
238773,2,1,GroupA,United States,onsite,6,,3
469925,1,3,GroupA,Canada,hybrid,7,5.0,4
238575,2,4,GroupB,United States,hybrid,7,3.0,3
209712,1,3,GroupC,India,hybrid,11,2.0,5
519022,1,6,GroupA,India,hybrid,5,5.0,3
942368,4,7,GroupC,India,hybrid,11,2.0,1
589421,2,9,GroupB,United States,hybrid,3,2.0,4
960455,1,2,GroupA,United States,hybrid,8,5.0,5
833469,1,2,GroupA,United States,hybrid,5,5.0,5
770075,1,1,GroupB,United States,hybrid,4,,2
744739,1,1,GroupA,United States,hybrid,7,,1
181684,2,5,GroupA,United States,onsite,3,4.0,4
657561,1,4,GroupA,United States,remote,10,3.0,1
814420,1,2,GroupA,Canada,hybrid,5,1.0,4
666883,1,1,GroupA,India,remote,5,,5
326896,1,2,GroupC,India,onsite,12,2.0,4
243454,3,6,GroupA,Canada,hybrid,8,4.0,5
677127,4,7,GroupC,United States,onsite,14,3.0,5
249195,1,1,GroupB,United States,hybrid,1,,1
615675,1,3,GroupD,United States,hybrid,3,2.0,4
620100,2,5,GroupB,United States,onsite,6,4.0,4
567337,1,2,GroupC,India,onsite,13,4.0,2
528056,2,1,GroupA,Canada,hybrid,5,,4
426322,1,2,GroupC,United States,onsite,11,2.0,3
641691,1,1,GroupA,India,hybrid,7,,5
403853,1,2,GroupC,United States,onsite,10,2.0,1
376552,2,2,GroupB,United States,remote,4,1.0,4
300040,3,4,GroupC,United States,onsite,9,2.0,3
170022,2,5,GroupB,Canada,hybrid,5,1.0,2
568873,2,4,GroupB,United States,remote,8,3.0,4
857557,2,14,GroupA,India,onsite,4,1.0,3
610318,1,6,GroupA,Canada,hybrid,2,4.0,4
759035,1,3,GroupA,United States,hybrid,4,4.0,4
164448,1,3,GroupA,India,hybrid,6,5.0,2
451556,2,2,GroupA,United States,remote,3,2.0,3
497041,2,2,GroupC,India,onsite,14,1.0,2
303957,2,2,GroupB,United States,onsite,1,3.0,5
925071,1,2,GroupB,United States,hybrid,6,4.0,4
647755,1,2,GroupA,United States,hybrid,11,3.0,2
776609,2,4,GroupA,Canada,remote,4,2.0,5
212342,2,1,GroupC,India,hybrid,12,,1
882815,2,4,GroupA,United States,hybrid,5,2.0,1
894497,1,1,GroupB,United States,hybrid,8,,4
902623,1,7,GroupA,Canada,hybrid,5,5.0,5
943186,1,3,GroupA,India,remote,6,4.0,2
844451,4,1,GroupC,India,onsite,16,,3
341689,1,4,GroupA,Canada,remote,14,4.0,5
921159,1,1,GroupA,India,remote,20,,5
273809,1,3,GroupC,United States,onsite,12,3.0,1
132718,1,2,GroupB,United States,onsite,1,1.0,5
713346,1,4,GroupA,Canada,hybrid,3,3.0,4
416568,1,2,GroupA,United States,remote,5,3.0,2
369360,2,2,GroupA,India,hybrid,8,3.0,4
735808,3,4,GroupA,India,remote,3,4.0,4
313899,1,5,GroupA,Canada,onsite,3,3.0,5
266697,1,2,GroupC,United States,onsite,14,1.0,1
274918,1,3,GroupC,India,hybrid,15,5.0,3
750746,2,6,GroupA,India,hybrid,10,5.0,1
687007,3,18,GroupB,Canada,hybrid,9,5.0,3
381157,1,5,GroupB,United States,remote,8,2.0,2
806597,1,3,GroupC,India,hybrid,7,1.0,1
543183,2,1,GroupB,United States,remote,20,,5
205823,2,2,GroupD,United States,hybrid,10,4.0,5
142884,2,1,GroupC,United States,onsite,4,,4
742259,1,4,GroupA,India,remote,7,1.0,4
337475,1,4,GroupA,Canada,hybrid,5,4.0,1
100539,2,2,GroupB,Canada,hybrid,5,4.0,4
764865,1,2,GroupC,United States,onsite,12,5.0,2
446474,2,2,GroupA,United States,hybrid,5,5.0,3
574982,1,1,GroupA,United States,remote,3,,2
281795,1,1,GroupB,United States,hybrid,6,,4
840685,3,7,GroupA,Canada,hybrid,6,4.0,5
221508,1,1,GroupC,United States,onsite,16,,1
955820,2,6,GroupB,United States,hybrid,1,4.0,2
709404,1,1,GroupB,United States,hybrid,7,,1
409837,1,2,GroupA,India,remote,4,5.0,5
210403,2,2,GroupA,United States,hybrid,5,2.0,5
878027,1,4,GroupB,United States,hybrid,3,4.0,4
104341,1,1,GroupC,United States,onsite,12,,4
514796,1,2,GroupA,United States,hybrid,4,5.0,2
780517,2,6,GroupA,Canada,hybrid,8,2.0,3
958790,3,7,GroupA,United States,hybrid,1,3.0,4
121178,2,1,GroupA,United States,remote,5,,3
